onset	duration	trial_type	electrodes_involved	sample_start	sample_stop
0.54688	61.1016	odd behavior	Gr20	140	15782
0.54688	61.1016	odd behavior	Gr15	140	15782
1.375	60.6562	good data segment	all	352	15880
